dataset,cell,k_max,dynamic,k_reg,seed,wall_time_s,mse,nll_gaussian,nll_mdn,effective_k,max_p_mid,sum_p_mid
bimodal,B,7,SOFT_GATING,NONE,2026,21.2,2.238106,1.82261,,5.6449,0.1653,0.2987
bimodal,B,7,SOFT_GATING,NONE,31,12.6,2.239598,1.822222,,6.0053,0.3336,0.387
bimodal,B,7,SOFT_GATING,K_PENALTY,42,27.3,2.315955,1.838908,,2.777,0.8974,0.9392
bimodal,B,7,SOFT_GATING,K_PENALTY,123,18.2,2.312538,1.838494,,2.8562,0.2733,0.3631
bimodal,B,7,SOFT_GATING,K_PENALTY,7,21.7,2.461576,1.875837,,2.4596,0.3762,0.4548
bimodal,B,7,SOFT_GATING,K_PENALTY,2026,38.8,2.277362,1.830046,,2.473,0.6664,0.8909
bimodal,B,7,SOFT_GATING,K_PENALTY,31,38.8,2.240529,1.822695,,2.3568,0.3293,0.4269
bimodal,B,7,SOFT_GATING,ELBO,42,24.6,2.354372,1.848583,,3.7347,0.6841,0.744
bimodal,B,7,SOFT_GATING,ELBO,123,10.7,2.283152,1.833625,,3.8267,0.2451,0.3181
bimodal,B,7,SOFT_GATING,ELBO,7,16.9,2.260885,1.826895,,3.7996,0.5326,0.707
bimodal,B,7,SOFT_GATING,ELBO,2026,36.7,2.25904,1.827692,,3.7334,0.3221,0.5308
bimodal,B,7,SOFT_GATING,ELBO,31,10.7,2.251763,1.826369,,3.7651,0.23,0.2607
bimodal,B,7,GUMBEL_SOFTMAX,NONE,42,26.7,2.35818,1.848456,,6.5798,0.3406,0.374
bimodal,B,7,GUMBEL_SOFTMAX,NONE,123,7.2,2.360678,1.849268,,6.8621,0.3396,0.3808
bimodal,B,7,GUMBEL_SOFTMAX,NONE,7,21.8,2.419022,1.865094,,6.198,0.4359,0.4794
bimodal,B,7,GUMBEL_SOFTMAX,NONE,2026,33.5,2.252989,1.825744,,5.0052,0.2674,0.4212
bimodal,B,7,GUMBEL_SOFTMAX,NONE,31,13.6,2.355537,1.8464,,5.9042,0.3417,0.4351
bimodal,B,7,GUMBEL_SOFTMAX,K_PENALTY,42,40.9,2.34652,1.848275,,3.9226,0.3489,0.3815
bimodal,B,7,GUMBEL_SOFTMAX,K_PENALTY,123,19.0,2.299878,1.835831,,3.7683,0.1838,0.2352
bimodal,B,7,GUMBEL_SOFTMAX,K_PENALTY,7,38.5,2.339112,1.844719,,3.0,0.4269,0.5116
bimodal,B,7,GUMBEL_SOFTMAX,K_PENALTY,2026,27.7,2.386396,1.858293,,2.5947,0.1104,0.2145
bimodal,B,7,GUMBEL_SOFTMAX,K_PENALTY,31,27.0,2.208847,1.816851,,4.2856,0.3534,0.4487
bimodal,B,7,GUMBEL_SOFTMAX,ELBO,42,13.9,2.378276,1.855999,,2.5428,0.3598,0.4394
bimodal,B,7,GUMBEL_SOFTMAX,ELBO,123,8.6,2.435605,1.872383,,2.7016,0.2276,0.2722
bimodal,B,7,GUMBEL_SOFTMAX,ELBO,7,10.2,2.55348,1.901054,,2.6159,0.3559,0.4722
bimodal,B,7,GUMBEL_SOFTMAX,ELBO,2026,15.6,2.259572,1.827377,,2.6227,0.0446,0.0946
bimodal,B,7,GUMBEL_SOFTMAX,ELBO,31,17.8,2.351476,1.849383,,2.5867,0.0884,0.1283
bimodal,C,7,NONE,NONE,42,13.1,2.558329,1.91073,1.670789,7.0,0.3811,0.4467
bimodal,C,7,NONE,NONE,123,11.2,2.458389,1.874255,2.093351,7.0,0.3943,0.4877
bimodal,C,7,NONE,NONE,7,14.1,2.594773,1.910464,1.649189,7.0,0.4087,0.4812
bimodal,C,7,NONE,NONE,2026,14.2,2.310456,1.851376,1.662528,7.0,0.311,0.3733
bimodal,C,7,NONE,NONE,31,13.3,2.41343,1.866557,1.725077,7.0,0.3383,0.3999
piecewise,B,3,NONE,NONE,42,7.9,0.287774,0.521849,1.381746,3.0,0.1056,0.1056
piecewise,B,3,NONE,NONE,123,4.7,0.301123,0.526984,1.165693,3.0,0.0843,0.0843
piecewise,B,3,NONE,NONE,7,7.2,0.247082,0.538072,1.902904,3.0,0.1098,0.1098
piecewise,B,3,NONE,NONE,2026,8.4,0.342862,0.746279,1.910086,3.0,0.2035,0.2035
piecewise,B,3,NONE,NONE,31,7.5,0.428807,0.673273,0.797663,3.0,0.2772,0.2772
piecewise,B,3,SOFT_GATING,NONE,42,5.7,0.300608,0.484125,,2.7486,0.5543,0.5543
piecewise,B,3,SOFT_GATING,NONE,123,6.8,0.326167,0.46926,,2.7906,0.0401,0.0401
piecewise,B,3,SOFT_GATING,NONE,7,5.6,0.246489,0.478398,,2.8074,0.1774,0.1774
piecewise,B,3,SOFT_GATING,NONE,2026,12.2,0.281031,0.416015,,2.7223,0.0574,0.0574
piecewise,B,3,SOFT_GATING,NONE,31,9.3,0.288166,0.538213,,2.8925,0.0007,0.0007
piecewise,B,3,SOFT_GATING,K_PENALTY,42,5.6,0.293998,0.553732,,2.3082,0.5311,0.5311
piecewise,B,3,SOFT_GATING,K_PENALTY,123,6.4,0.306622,0.465288,,2.6933,0.039,0.039
piecewise,B,3,SOFT_GATING,K_PENALTY,7,12.9,0.228207,0.438228,,2.7469,0.0902,0.0902
piecewise,B,3,SOFT_GATING,K_PENALTY,2026,12.2,0.271975,0.367311,,2.4286,0.0649,0.0649
piecewise,B,3,SOFT_GATING,K_PENALTY,31,6.0,0.295162,0.55712,,2.8499,0.0062,0.0062
piecewise,B,3,SOFT_GATING,ELBO,42,14.4,0.278403,0.495999,,2.3314,0.0751,0.0751
piecewise,B,3,SOFT_GATING,ELBO,123,6.9,0.309375,0.601125,,2.3704,0.0003,0.0003
piecewise,B,3,SOFT_GATING,ELBO,7,14.6,0.262524,0.472311,,2.3462,0.1323,0.1323
piecewise,B,3,SOFT_GATING,ELBO,2026,11.7,0.337595,0.561239,,2.3172,0.1527,0.1527
piecewise,B,3,SOFT_GATING,ELBO,31,12.4,0.285778,0.587907,,2.3681,0.0006,0.0006
piecewise,B,3,GUMBEL_SOFTMAX,NONE,42,9.8,0.30009,0.582202,,2.9999,0.0966,0.0966
piecewise,B,3,GUMBEL_SOFTMAX,NONE,123,12.3,0.26862,0.446748,,2.8729,0.5909,0.5909
piecewise,B,3,GUMBEL_SOFTMAX,NONE,7,12.2,0.227437,0.487462,,2.9992,0.0348,0.0348
piecewise,B,3,GUMBEL_SOFTMAX,NONE,2026,10.5,0.325368,0.53433,,2.9999,0.0982,0.0982
piecewise,B,3,GUMBEL_SOFTMAX,NONE,31,4.4,0.321203,0.734305,,2.724,0.0437,0.0437
piecewise,B,3,GUMBEL_SOFTMAX,K_PENALTY,42,7.4,0.297167,0.559178,,2.9997,0.0972,0.0972
piecewise,B,3,GUMBEL_SOFTMAX,K_PENALTY,123,11.3,0.356133,0.503949,,2.9185,0.5897,0.5897
piecewise,B,3,GUMBEL_SOFTMAX,K_PENALTY,7,12.3,0.218136,0.483281,,2.9995,0.0209,0.0209
piecewise,B,3,GUMBEL_SOFTMAX,K_PENALTY,2026,10.9,0.328724,0.536268,,2.9999,0.0984,0.0984
piecewise,B,3,GUMBEL_SOFTMAX,K_PENALTY,31,8.5,0.296746,0.578457,,2.8349,0.0237,0.0237
piecewise,B,3,GUMBEL_SOFTMAX,ELBO,42,13.0,0.325545,0.870486,,2.0918,0.2684,0.2684
piecewise,B,3,GUMBEL_SOFTMAX,ELBO,123,11.2,0.305657,0.661537,,2.0612,0.1992,0.1992
piecewise,B,3,GUMBEL_SOFTMAX,ELBO,7,5.8,0.323896,0.793271,,2.0789,0.1423,0.1423
piecewise,B,3,GUMBEL_SOFTMAX,ELBO,2026,8.6,0.351781,0.695206,,2.1247,0.1151,0.1151
piecewise,B,3,GUMBEL_SOFTMAX,ELBO,31,11.9,0.312439,0.736399,,2.0354,0.1643,0.1643
piecewise,C,3,NONE,NONE,42,7.8,0.362506,0.80857,0.921175,3.0,0.3346,0.3346
piecewise,C,3,NONE,NONE,123,3.9,0.386167,0.825035,0.838419,3.0,0.3093,0.3093
piecewise,C,3,NONE,NONE,7,9.3,0.33166,0.797075,1.148672,3.0,0.3438,0.3438
piecewise,C,3,NONE,NONE,2026,6.9,0.390282,0.855616,1.498068,3.0,0.3293,0.3293
piecewise,C,3,NONE,NONE,31,9.1,0.383213,0.823181,1.089624,3.0,0.3714,0.3714
piecewise,B,5,NONE,NONE,42,4.5,0.281326,0.508077,1.074793,5.0,0.4388,0.5435
piecewise,B,5,NONE,NONE,123,6.9,0.310068,0.721653,1.901326,5.0,0.2734,0.2862
piecewise,B,5,NONE,NONE,7,9.0,0.24106,0.460954,0.625447,5.0,0.5104,0.5647
piecewise,B,5,NONE,NONE,2026,10.2,0.330817,0.506337,0.8405,5.0,0.603,0.7437
piecewise,B,5,NONE,NONE,31,7.0,0.328426,0.601613,0.909826,5.0,0.4167,0.4478
piecewise,B,5,SOFT_GATING,NONE,42,6.5,0.331678,0.540892,,4.1729,0.8291,0.8618
piecewise,B,5,SOFT_GATING,NONE,123,5.7,0.309209,0.556226,,4.5032,0.087,0.1249
piecewise,B,5,SOFT_GATING,NONE,7,18.4,0.220663,0.424894,,4.2161,0.7226,0.7802
piecewise,B,5,SOFT_GATING,NONE,2026,12.0,0.319849,0.455817,,4.3869,0.0639,0.076
piecewise,B,5,SOFT_GATING,NONE,31,10.4,0.318633,0.580754,,3.8002,0.4675,0.5692
piecewise,B,5,SOFT_GATING,K_PENALTY,42,7.4,0.285048,0.493456,,3.9129,0.9168,0.9541
piecewise,B,5,SOFT_GATING,K_PENALTY,123,18.5,0.30869,0.477386,,3.7955,0.4597,0.4601
piecewise,B,5,SOFT_GATING,K_PENALTY,7,7.1,0.251767,0.464736,,3.9405,0.3475,0.361
piecewise,B,5,SOFT_GATING,K_PENALTY,2026,13.1,0.324232,0.458491,,3.9304,0.3663,0.3753
piecewise,B,5,SOFT_GATING,K_PENALTY,31,9.2,0.303929,0.559869,,2.9964,0.7236,0.838
piecewise,B,5,SOFT_GATING,ELBO,42,18.0,0.291308,0.533399,,3.0845,0.9069,0.975
piecewise,B,5,SOFT_GATING,ELBO,123,9.7,0.347838,0.593687,,3.1742,0.7206,0.782
piecewise,B,5,SOFT_GATING,ELBO,7,25.3,0.228359,0.411551,,3.0479,0.4348,0.5154
piecewise,B,5,SOFT_GATING,ELBO,2026,11.8,0.348568,0.547919,,3.0733,0.0112,0.0171
piecewise,B,5,SOFT_GATING,ELBO,31,24.4,0.289719,0.545273,,3.0046,0.288,0.3265
piecewise,B,5,GUMBEL_SOFTMAX,NONE,42,11.3,0.28206,0.505639,,4.995,0.7787,0.8572
piecewise,B,5,GUMBEL_SOFTMAX,NONE,123,17.9,0.264382,0.442683,,4.4925,0.3006,0.3618
piecewise,B,5,GUMBEL_SOFTMAX,NONE,7,21.1,0.244407,0.48226,,4.9995,0.6991,0.7607
piecewise,B,5,GUMBEL_SOFTMAX,NONE,2026,24.6,0.301579,0.482506,,3.5176,0.2158,0.2912
piecewise,B,5,GUMBEL_SOFTMAX,NONE,31,9.2,0.305337,0.563633,,4.0826,0.5398,0.6298
piecewise,B,5,GUMBEL_SOFTMAX,K_PENALTY,42,12.6,0.289502,0.530906,,4.9842,0.7948,0.8629
piecewise,B,5,GUMBEL_SOFTMAX,K_PENALTY,123,8.2,0.292472,0.523414,,3.6581,0.2795,0.3951
piecewise,B,5,GUMBEL_SOFTMAX,K_PENALTY,7,10.1,0.237172,0.439106,,4.074,0.6649,0.7418
piecewise,B,5,GUMBEL_SOFTMAX,K_PENALTY,2026,19.2,0.301838,0.438605,,3.5746,0.2627,0.3369
piecewise,B,5,GUMBEL_SOFTMAX,K_PENALTY,31,12.3,0.30419,0.579898,,3.1114,0.5678,0.6345
piecewise,B,5,GUMBEL_SOFTMAX,ELBO,42,21.8,0.31723,0.529069,,2.3439,0.79,0.8169
piecewise,B,5,GUMBEL_SOFTMAX,ELBO,123,19.8,0.281603,0.480425,,2.3571,0.4002,0.4182
piecewise,B,5,GUMBEL_SOFTMAX,ELBO,7,17.1,0.243513,0.474206,,2.3634,0.0715,0.111
piecewise,B,5,GUMBEL_SOFTMAX,ELBO,2026,8.8,0.415933,0.673343,,2.3942,0.4237,0.4486
piecewise,B,5,GUMBEL_SOFTMAX,ELBO,31,10.1,0.299651,0.578793,,2.2933,0.5851,0.6115
piecewise,C,5,NONE,NONE,42,5.7,0.299794,0.615211,1.016318,5.0,0.4571,0.5808
piecewise,C,5,NONE,NONE,123,9.1,0.297275,0.592858,1.450576,5.0,0.4387,0.5362
piecewise,C,5,NONE,NONE,7,5.9,0.257368,0.597745,0.823015,5.0,0.431,0.5633
piecewise,C,5,NONE,NONE,2026,7.8,0.336607,0.622485,0.824823,5.0,0.477,0.6084
piecewise,C,5,NONE,NONE,31,9.0,0.336068,0.702551,1.646646,5.0,0.4483,0.5667
piecewise,B,7,NONE,NONE,42,4.6,0.305906,0.534399,1.061432,7.0,0.0031,0.005
piecewise,B,7,NONE,NONE,123,2.8,0.323826,0.641562,1.11688,7.0,0.0195,0.0288
piecewise,B,7,NONE,NONE,7,12.9,0.23645,0.434964,0.74187,7.0,0.4131,0.4249
piecewise,B,7,NONE,NONE,2026,6.8,0.353795,0.488169,1.139529,7.0,0.0269,0.0334
piecewise,B,7,NONE,NONE,31,8.6,0.376103,0.864963,1.564256,7.0,0.2646,0.3021
piecewise,B,7,SOFT_GATING,NONE,42,41.5,0.263866,0.461304,,5.3816,0.4836,0.4837
piecewise,B,7,SOFT_GATING,NONE,123,23.6,0.281409,0.521871,,4.5194,0.5827,0.6035
piecewise,B,7,SOFT_GATING,NONE,7,37.0,0.23058,0.405284,,5.7079,0.1277,0.1392
piecewise,B,7,SOFT_GATING,NONE,2026,16.9,0.337304,0.538343,,5.8162,0.1149,0.1382
piecewise,B,7,SOFT_GATING,NONE,31,38.2,0.297332,0.577248,,4.6938,0.4562,0.4907
piecewise,B,7,SOFT_GATING,K_PENALTY,42,34.1,0.284098,0.462054,,3.8179,0.5047,0.5717
piecewise,B,7,SOFT_GATING,K_PENALTY,123,38.1,0.287739,0.477376,,4.3534,0.5786,0.5859
piecewise,B,7,SOFT_GATING,K_PENALTY,7,18.7,0.248271,0.445398,,4.7511,0.1166,0.146
piecewise,B,7,SOFT_GATING,K_PENALTY,2026,12.6,0.330369,0.521818,,5.075,0.1469,0.1691
piecewise,B,7,SOFT_GATING,K_PENALTY,31,20.8,0.30536,0.547675,,3.9929,0.419,0.4701
piecewise,B,7,SOFT_GATING,ELBO,42,36.9,0.285864,0.481498,,3.7633,0.6505,0.7308
piecewise,B,7,SOFT_GATING,ELBO,123,28.9,0.372094,0.592688,,3.7293,0.5917,0.5996
piecewise,B,7,SOFT_GATING,ELBO,7,35.1,0.250557,0.44826,,3.8184,0.7039,0.7808
piecewise,B,7,SOFT_GATING,ELBO,2026,43.5,0.319987,0.46707,,3.7657,0.0822,0.085
piecewise,B,7,SOFT_GATING,ELBO,31,21.9,0.315014,0.578156,,3.6709,0.3971,0.46
piecewise,B,7,GUMBEL_SOFTMAX,NONE,42,15.7,0.289438,0.48718,,6.5325,0.5208,0.5337
piecewise,B,7,GUMBEL_SOFTMAX,NONE,123,16.1,0.302885,0.494468,,6.9877,0.1891,0.2574
piecewise,B,7,GUMBEL_SOFTMAX,NONE,7,19.7,0.230278,0.413816,,6.7579,0.6378,0.6621
piecewise,B,7,GUMBEL_SOFTMAX,NONE,2026,27.5,0.330845,0.558441,,5.5526,0.1719,0.1897
piecewise,B,7,GUMBEL_SOFTMAX,NONE,31,40.5,0.316425,0.573338,,6.0808,0.5627,0.5806
piecewise,B,7,GUMBEL_SOFTMAX,K_PENALTY,42,15.9,0.287234,0.530715,,5.9624,0.5687,0.6542
piecewise,B,7,GUMBEL_SOFTMAX,K_PENALTY,123,16.7,0.299147,0.491458,,6.9456,0.1506,0.2076
piecewise,B,7,GUMBEL_SOFTMAX,K_PENALTY,7,13.9,0.261222,0.623787,,6.488,0.6296,0.6639
piecewise,B,7,GUMBEL_SOFTMAX,K_PENALTY,2026,28.6,0.322133,0.468639,,4.6388,0.1162,0.1211
piecewise,B,7,GUMBEL_SOFTMAX,K_PENALTY,31,38.2,0.298551,0.55626,,5.7088,0.5525,0.5771
piecewise,B,7,GUMBEL_SOFTMAX,ELBO,42,30.2,0.315806,0.52239,,2.5916,0.7259,0.733
piecewise,B,7,GUMBEL_SOFTMAX,ELBO,123,16.7,0.326656,0.586956,,2.6607,0.0764,0.0887
piecewise,B,7,GUMBEL_SOFTMAX,ELBO,7,20.5,0.250803,0.583793,,2.686,0.5438,0.5577
piecewise,B,7,GUMBEL_SOFTMAX,ELBO,2026,16.2,0.338224,0.573788,,2.5455,0.28,0.2973
piecewise,B,7,GUMBEL_SOFTMAX,ELBO,31,9.2,0.373945,0.765638,,2.6696,0.4439,0.4801
piecewise,C,7,NONE,NONE,42,9.1,0.309616,0.571489,1.177045,7.0,0.2952,0.3975
piecewise,C,7,NONE,NONE,123,7.2,0.320419,0.559867,0.856118,7.0,0.291,0.3959
piecewise,C,7,NONE,NONE,7,12.6,0.246607,0.489808,1.355067,7.0,0.3364,0.4496
piecewise,C,7,NONE,NONE,2026,12.7,0.317039,0.551601,1.34263,7.0,0.3099,0.4249
piecewise,C,7,NONE,NONE,31,12.0,0.304851,0.638434,1.28267,7.0,0.3273,0.4456
exponential,B,3,NONE,NONE,42,6.5,1.13837,1.344763,1.786248,3.0,0.1241,0.1241
exponential,B,3,NONE,NONE,123,6.5,1.750394,1.554193,2.813714,3.0,0.7807,0.7807
exponential,B,3,NONE,NONE,7,6.2,0.536212,1.093525,1.21431,3.0,0.0886,0.0886
exponential,B,3,NONE,NONE,2026,6.3,14.817647,1.502344,3.722644,3.0,0.6557,0.6557
exponential,B,3,NONE,NONE,31,7.7,30.428463,2.033581,3.220887,3.0,0.6586,0.6586
exponential,B,3,SOFT_GATING,NONE,42,9.6,0.534589,1.078081,,2.4556,0.1017,0.1017
exponential,B,3,SOFT_GATING,NONE,123,8.9,0.274567,0.782208,,2.7136,0.9819,0.9819
exponential,B,3,SOFT_GATING,NONE,7,10.9,0.283795,0.803922,,2.9999,0.9609,0.9609
exponential,B,3,SOFT_GATING,NONE,2026,6.0,0.314076,0.837558,,2.7902,0.9561,0.9561
exponential,B,3,SOFT_GATING,NONE,31,10.2,0.315022,0.837279,,2.6197,0.0603,0.0603
exponential,B,3,SOFT_GATING,K_PENALTY,42,9.5,0.4164,1.076886,,2.447,0.1534,0.1534
exponential,B,3,SOFT_GATING,K_PENALTY,123,8.3,0.272474,0.779561,,2.6303,0.9826,0.9826
exponential,B,3,SOFT_GATING,K_PENALTY,7,10.7,0.286727,0.809205,,2.9998,0.9756,0.9756
exponential,B,3,SOFT_GATING,K_PENALTY,2026,5.7,0.297077,0.796579,,2.776,0.9602,0.9602
exponential,B,3,SOFT_GATING,K_PENALTY,31,7.5,0.346687,0.888646,,2.3705,0.104,0.104
exponential,B,3,SOFT_GATING,ELBO,42,8.1,0.374729,0.923242,,2.3291,0.1482,0.1482
exponential,B,3,SOFT_GATING,ELBO,123,9.1,0.281414,0.823783,,2.3686,0.278,0.278
exponential,B,3,SOFT_GATING,ELBO,7,12.8,0.28033,0.802034,,2.3651,1.0,1.0
exponential,B,3,SOFT_GATING,ELBO,2026,11.2,0.310924,0.831368,,2.359,0.4507,0.4507
exponential,B,3,SOFT_GATING,ELBO,31,6.1,0.472623,1.07416,,2.3733,0.3021,0.3021
exponential,B,3,GUMBEL_SOFTMAX,NONE,42,10.7,0.390273,0.964213,,3.0,0.8618,0.8618
exponential,B,3,GUMBEL_SOFTMAX,NONE,123,18.5,0.289894,0.815103,,3.0,0.8025,0.8025
exponential,B,3,GUMBEL_SOFTMAX,NONE,7,13.3,0.279975,0.794414,,3.0,0.9821,0.9821
exponential,B,3,GUMBEL_SOFTMAX,NONE,2026,11.2,0.301849,0.846198,,2.9999,0.9025,0.9025
exponential,B,3,GUMBEL_SOFTMAX,NONE,31,9.0,0.31469,0.832454,,2.7279,0.0673,0.0673
exponential,B,3,GUMBEL_SOFTMAX,K_PENALTY,42,11.6,0.44715,0.939099,,3.0,0.8553,0.8553
exponential,B,3,GUMBEL_SOFTMAX,K_PENALTY,123,12.5,0.290037,0.815899,,3.0,0.8006,0.8006
exponential,B,3,GUMBEL_SOFTMAX,K_PENALTY,7,12.6,0.27721,0.790437,,3.0,0.9833,0.9833
exponential,B,3,GUMBEL_SOFTMAX,K_PENALTY,2026,12.8,0.311219,0.853206,,2.9999,0.9077,0.9077
exponential,B,3,GUMBEL_SOFTMAX,K_PENALTY,31,10.9,0.31007,0.839114,,2.7144,0.0688,0.0688
exponential,B,3,GUMBEL_SOFTMAX,ELBO,42,16.5,1.090498,1.404295,,2.2893,0.1528,0.1528
exponential,B,3,GUMBEL_SOFTMAX,ELBO,123,17.4,1.294281,1.274915,,2.2187,0.533,0.533
exponential,B,3,GUMBEL_SOFTMAX,ELBO,7,6.4,21.369104,1.827718,,2.2332,0.5296,0.5296
exponential,B,3,GUMBEL_SOFTMAX,ELBO,2026,12.0,0.488314,1.087926,,2.2986,0.3132,0.3132
exponential,B,3,GUMBEL_SOFTMAX,ELBO,31,15.3,0.371879,0.979052,,2.341,0.1685,0.1685
exponential,C,3,NONE,NONE,42,7.7,6.211993,1.670655,2.325516,3.0,0.3268,0.3268
exponential,C,3,NONE,NONE,123,8.1,5.813259,1.586442,2.178614,3.0,0.3976,0.3976
exponential,C,3,NONE,NONE,7,6.9,5.177352,1.512952,2.125485,3.0,0.4203,0.4203
exponential,C,3,NONE,NONE,2026,4.6,5.734175,1.474298,2.221219,3.0,0.3553,0.3553
exponential,C,3,NONE,NONE,31,3.6,36.923416,2.10898,2.545837,3.0,0.3285,0.3285
exponential,B,5,NONE,NONE,42,10.7,10.429472,1.379072,2.083431,5.0,0.8366,0.9902
exponential,B,5,NONE,NONE,123,10.7,1.591339,0.953106,2.064996,5.0,0.7605,0.7886
exponential,B,5,NONE,NONE,7,6.4,2.315793,1.236336,4.22732,5.0,0.7342,0.8018
exponential,B,5,NONE,NONE,2026,9.6,12.008174,1.335628,2.214014,5.0,0.0352,0.0353
exponential,B,5,NONE,NONE,31,9.5,3.199874,1.336728,4.131459,5.0,0.9104,0.9983
exponential,B,5,SOFT_GATING,NONE,42,24.8,0.354167,0.937836,,3.9657,0.9816,0.9984
exponential,B,5,SOFT_GATING,NONE,123,15.3,0.37515,0.901763,,4.7033,0.0,0.0
exponential,B,5,SOFT_GATING,NONE,7,25.5,0.264588,0.775676,,4.7609,0.8896,0.9396
exponential,B,5,SOFT_GATING,NONE,2026,15.1,0.326637,0.878304,,4.7963,0.9391,0.9997
exponential,B,5,SOFT_GATING,NONE,31,19.5,0.318353,0.852125,,5.0,0.8298,0.8327
exponential,B,5,SOFT_GATING,K_PENALTY,42,23.2,0.361197,0.93336,,3.1054,0.9913,0.9998
exponential,B,5,SOFT_GATING,K_PENALTY,123,13.7,0.447447,0.898058,,4.6213,0.0,0.0
exponential,B,5,SOFT_GATING,K_PENALTY,7,21.3,0.269705,0.850018,,4.4355,0.9391,0.9866
exponential,B,5,SOFT_GATING,K_PENALTY,2026,22.2,0.295438,0.822067,,2.9575,0.975,0.9995
exponential,B,5,SOFT_GATING,K_PENALTY,31,19.3,0.326514,0.864524,,5.0,0.7764,0.7787
exponential,B,5,SOFT_GATING,ELBO,42,25.4,0.371346,0.939353,,3.1534,0.494,0.4986
exponential,B,5,SOFT_GATING,ELBO,123,25.0,0.275612,0.783762,,3.1779,0.9754,0.9754
exponential,B,5,SOFT_GATING,ELBO,7,26.5,0.243635,0.737696,,3.1672,0.568,0.5812
exponential,B,5,SOFT_GATING,ELBO,2026,17.6,0.405012,0.955135,,3.1373,0.4157,0.5315
exponential,B,5,SOFT_GATING,ELBO,31,25.7,0.333918,0.868888,,3.152,0.9966,1.0
exponential,B,5,GUMBEL_SOFTMAX,NONE,42,22.5,0.402472,0.974261,,4.8435,0.7773,0.8295
exponential,B,5,GUMBEL_SOFTMAX,NONE,123,22.5,0.903726,1.267078,,4.9987,0.135,0.1351
