dataset,cell,k_max,dynamic,k_reg,seed,wall_time_s,mse,nll_gaussian,nll_mdn,effective_k,max_p_mid,sum_p_mid
bimodal,C,5,GUMBEL_SOFTMAX,ELBO,2026,21.2,2.530526,1.88498,,2.2916,0.3142,0.5102
bimodal,C,5,GUMBEL_SOFTMAX,ELBO,31,5.4,2.690856,1.923984,,2.2862,0.2177,0.4097
bimodal,C,7,SOFT_GATING,NONE,42,23.1,2.345491,1.850374,,4.9512,0.567,0.6841
bimodal,C,7,SOFT_GATING,NONE,123,31.1,2.298774,1.836333,,6.3439,0.1473,0.1649
bimodal,C,7,SOFT_GATING,NONE,7,10.1,2.391671,1.85892,,4.9504,0.1831,0.3012
bimodal,C,7,SOFT_GATING,NONE,2026,28.7,2.228259,1.819791,,6.4208,0.3988,0.4657
bimodal,C,7,SOFT_GATING,NONE,31,39.1,2.230006,1.820953,,5.5343,0.3645,0.5697
bimodal,C,7,SOFT_GATING,K_PENALTY,42,18.8,2.320369,1.841522,,4.054,0.3412,0.4969
bimodal,C,7,SOFT_GATING,K_PENALTY,123,24.8,2.358489,1.850254,,4.0388,0.1172,0.1428
bimodal,C,7,SOFT_GATING,K_PENALTY,7,11.6,2.43165,1.864703,,3.0699,0.0696,0.1247
bimodal,C,7,SOFT_GATING,K_PENALTY,2026,14.9,2.230484,1.821927,,4.1106,0.3205,0.4678
bimodal,C,7,SOFT_GATING,K_PENALTY,31,41.1,2.251472,1.824953,,3.3248,0.3961,0.4971
bimodal,C,7,SOFT_GATING,ELBO,42,24.3,2.380738,1.853954,,3.7592,0.3538,0.4848
bimodal,C,7,SOFT_GATING,ELBO,123,14.4,2.303762,1.844345,,3.798,0.2165,0.4003
bimodal,C,7,SOFT_GATING,ELBO,7,24.0,2.373206,1.852096,,3.7071,0.2805,0.4012
bimodal,C,7,SOFT_GATING,ELBO,2026,36.8,2.233108,1.821246,,3.7169,0.1796,0.3045
bimodal,C,7,SOFT_GATING,ELBO,31,21.4,2.370487,1.855128,,3.6414,0.1987,0.3705
bimodal,C,7,GUMBEL_SOFTMAX,NONE,42,28.3,2.337133,1.845175,,6.6589,0.51,0.5795
bimodal,C,7,GUMBEL_SOFTMAX,NONE,123,23.7,2.346885,1.846547,,6.9989,0.2181,0.2445
bimodal,C,7,GUMBEL_SOFTMAX,NONE,7,14.3,2.289092,1.834268,,6.9741,0.4834,0.5063
bimodal,C,7,GUMBEL_SOFTMAX,NONE,2026,10.9,2.23683,1.822297,,6.9927,0.4035,0.5036
bimodal,C,7,GUMBEL_SOFTMAX,NONE,31,23.2,2.253877,1.825584,,6.9999,0.5127,0.6613
bimodal,C,7,GUMBEL_SOFTMAX,K_PENALTY,42,23.4,2.446997,1.866001,,4.3862,0.2214,0.34
bimodal,C,7,GUMBEL_SOFTMAX,K_PENALTY,123,21.8,2.329612,1.844163,,6.9941,0.2937,0.3129
bimodal,C,7,GUMBEL_SOFTMAX,K_PENALTY,7,8.7,2.458621,1.869851,,5.049,0.0957,0.233
bimodal,C,7,GUMBEL_SOFTMAX,K_PENALTY,2026,21.5,2.268684,1.830601,,4.822,0.235,0.4918
bimodal,C,7,GUMBEL_SOFTMAX,K_PENALTY,31,34.4,2.227332,1.820938,,6.9996,0.4642,0.661
bimodal,C,7,GUMBEL_SOFTMAX,ELBO,42,14.5,2.636786,1.909088,,2.7635,0.1399,0.2784
bimodal,C,7,GUMBEL_SOFTMAX,ELBO,123,9.3,2.582589,1.904721,,2.5862,0.1265,0.2618
bimodal,C,7,GUMBEL_SOFTMAX,ELBO,7,15.8,2.641728,1.908051,,2.4224,0.1212,0.2531
bimodal,C,7,GUMBEL_SOFTMAX,ELBO,2026,20.0,2.463191,1.86965,,2.4889,0.2458,0.4617
bimodal,C,7,GUMBEL_SOFTMAX,ELBO,31,32.9,2.484992,1.872872,,2.4339,0.1736,0.3488
piecewise,C,3,SOFT_GATING,NONE,42,11.2,0.299351,0.54092,,2.8325,0.29,0.29
piecewise,C,3,SOFT_GATING,NONE,123,7.4,0.329215,0.501112,,2.7266,0.5786,0.5786
piecewise,C,3,SOFT_GATING,NONE,7,4.5,0.23905,0.454233,,2.7101,0.0518,0.0518
piecewise,C,3,SOFT_GATING,NONE,2026,9.9,0.325731,0.504328,,2.9581,0.3409,0.3409
piecewise,C,3,SOFT_GATING,NONE,31,7.3,0.291199,0.575259,,2.9974,0.4971,0.4971
piecewise,C,3,SOFT_GATING,K_PENALTY,42,8.7,0.292926,0.522646,,2.7468,0.2278,0.2278
piecewise,C,3,SOFT_GATING,K_PENALTY,123,7.3,0.333943,0.513225,,2.6953,0.4073,0.4073
piecewise,C,3,SOFT_GATING,K_PENALTY,7,4.4,0.243203,0.494167,,2.756,0.029,0.029
piecewise,C,3,SOFT_GATING,K_PENALTY,2026,11.1,0.326715,0.49487,,2.7342,0.3411,0.3411
piecewise,C,3,SOFT_GATING,K_PENALTY,31,7.2,0.333781,0.604006,,2.9965,0.5109,0.5109
piecewise,C,3,SOFT_GATING,ELBO,42,17.9,0.278606,0.508004,,2.3462,0.5468,0.5468
piecewise,C,3,SOFT_GATING,ELBO,123,15.4,0.398086,0.634757,,2.348,0.4886,0.4886
piecewise,C,3,SOFT_GATING,ELBO,7,9.3,0.258623,0.590546,,2.3623,0.2399,0.2399
piecewise,C,3,SOFT_GATING,ELBO,2026,6.3,0.345184,0.688723,,2.3754,0.0857,0.0857
piecewise,C,3,SOFT_GATING,ELBO,31,5.1,0.378649,0.943693,,2.3157,0.1735,0.1735
piecewise,C,3,GUMBEL_SOFTMAX,NONE,42,8.5,0.301242,0.529854,,2.9951,0.2988,0.2988
piecewise,C,3,GUMBEL_SOFTMAX,NONE,123,6.3,0.297202,0.500601,,2.993,0.6154,0.6154
piecewise,C,3,GUMBEL_SOFTMAX,NONE,7,11.7,0.235431,0.424405,,2.9944,0.3323,0.3323
piecewise,C,3,GUMBEL_SOFTMAX,NONE,2026,7.2,0.388321,0.873826,,2.9617,0.3136,0.3136
piecewise,C,3,GUMBEL_SOFTMAX,NONE,31,11.3,0.293166,0.568836,,3.0,0.1747,0.1747
piecewise,C,3,GUMBEL_SOFTMAX,K_PENALTY,42,11.2,0.291771,0.513808,,2.9978,0.3385,0.3385
piecewise,C,3,GUMBEL_SOFTMAX,K_PENALTY,123,6.5,0.295656,0.499079,,2.9876,0.4726,0.4726
piecewise,C,3,GUMBEL_SOFTMAX,K_PENALTY,7,9.1,0.236944,0.440593,,2.9949,0.2667,0.2667
piecewise,C,3,GUMBEL_SOFTMAX,K_PENALTY,2026,5.1,0.395519,0.906478,,2.5745,0.2517,0.2517
piecewise,C,3,GUMBEL_SOFTMAX,K_PENALTY,31,4.7,0.317069,0.597999,,2.9998,0.2064,0.2064
piecewise,C,3,GUMBEL_SOFTMAX,ELBO,42,8.7,0.486794,1.002929,,2.179,0.2164,0.2164
piecewise,C,3,GUMBEL_SOFTMAX,ELBO,123,13.5,0.533569,1.052605,,2.1396,0.1936,0.1936
piecewise,C,3,GUMBEL_SOFTMAX,ELBO,7,9.4,0.511864,1.093745,,2.112,0.1532,0.1532
piecewise,C,3,GUMBEL_SOFTMAX,ELBO,2026,6.4,0.762134,1.149829,,2.0778,0.1837,0.1837
piecewise,C,3,GUMBEL_SOFTMAX,ELBO,31,13.3,0.597206,1.139207,,2.1226,0.2446,0.2446
piecewise,C,5,SOFT_GATING,NONE,42,5.2,0.292622,0.513322,,4.0677,0.3847,0.4596
piecewise,C,5,SOFT_GATING,NONE,123,13.7,0.271768,0.4728,,4.8072,0.1245,0.1842
piecewise,C,5,SOFT_GATING,NONE,7,20.2,0.229172,0.435093,,4.6258,0.7439,0.8034
piecewise,C,5,SOFT_GATING,NONE,2026,16.1,0.324621,0.499892,,4.4345,0.6997,0.8207
piecewise,C,5,SOFT_GATING,NONE,31,5.6,0.523225,0.998958,,3.0008,0.711,0.7758
piecewise,C,5,SOFT_GATING,K_PENALTY,42,14.0,0.314577,0.571416,,3.7535,0.7119,0.7718
piecewise,C,5,SOFT_GATING,K_PENALTY,123,4.6,0.337476,0.548451,,4.6248,0.1542,0.222
piecewise,C,5,SOFT_GATING,K_PENALTY,7,24.0,0.237281,0.401537,,4.0815,0.3291,0.4195
piecewise,C,5,SOFT_GATING,K_PENALTY,2026,12.8,0.33371,0.508603,,4.1939,0.222,0.3696
piecewise,C,5,SOFT_GATING,K_PENALTY,31,2.9,0.475558,1.118218,,2.3522,0.4984,0.6083
piecewise,C,5,SOFT_GATING,ELBO,42,16.7,0.286266,0.499862,,3.0908,0.3636,0.5434
piecewise,C,5,SOFT_GATING,ELBO,123,27.7,0.281554,0.479712,,3.0845,0.2483,0.4303
piecewise,C,5,SOFT_GATING,ELBO,7,22.8,0.242786,0.490726,,3.136,0.1539,0.2189
piecewise,C,5,SOFT_GATING,ELBO,2026,11.9,0.37439,0.626866,,3.1088,0.3545,0.5293
piecewise,C,5,SOFT_GATING,ELBO,31,14.2,0.380031,0.680863,,3.1763,0.4296,0.5951
piecewise,C,5,GUMBEL_SOFTMAX,NONE,42,5.1,0.36825,0.581023,,4.9551,0.3997,0.5797
piecewise,C,5,GUMBEL_SOFTMAX,NONE,123,18.4,0.291927,0.509562,,4.9996,0.5364,0.6671
piecewise,C,5,GUMBEL_SOFTMAX,NONE,7,10.0,0.257061,0.459527,,4.9783,0.3419,0.5331
piecewise,C,5,GUMBEL_SOFTMAX,NONE,2026,10.1,0.334003,0.531513,,4.9972,0.3375,0.5754
piecewise,C,5,GUMBEL_SOFTMAX,NONE,31,4.6,0.60143,1.08566,,2.5667,0.2517,0.356
piecewise,C,5,GUMBEL_SOFTMAX,K_PENALTY,42,9.3,0.339985,0.552576,,4.9765,0.3829,0.6001
piecewise,C,5,GUMBEL_SOFTMAX,K_PENALTY,123,13.7,0.27055,0.470216,,4.9996,0.4868,0.7086
piecewise,C,5,GUMBEL_SOFTMAX,K_PENALTY,7,7.9,0.306747,0.526273,,4.9358,0.3446,0.5115
piecewise,C,5,GUMBEL_SOFTMAX,K_PENALTY,2026,18.0,0.345286,0.603013,,4.9931,0.3345,0.6315
piecewise,C,5,GUMBEL_SOFTMAX,K_PENALTY,31,4.5,0.55619,1.083001,,2.5079,0.2181,0.3131
piecewise,C,5,GUMBEL_SOFTMAX,ELBO,42,18.1,0.381625,0.877945,,2.2743,0.3839,0.5524
piecewise,C,5,GUMBEL_SOFTMAX,ELBO,123,15.6,0.38258,0.791031,,2.2945,0.3352,0.4517
piecewise,C,5,GUMBEL_SOFTMAX,ELBO,7,11.5,0.354739,0.83834,,2.3503,0.2733,0.3731
piecewise,C,5,GUMBEL_SOFTMAX,ELBO,2026,24.4,0.430079,0.863765,,2.3649,0.2674,0.4043
piecewise,C,5,GUMBEL_SOFTMAX,ELBO,31,7.4,0.43723,0.926556,,2.2317,0.2802,0.417
piecewise,C,7,SOFT_GATING,NONE,42,26.3,0.323185,0.615254,,4.6633,0.1652,0.2686
piecewise,C,7,SOFT_GATING,NONE,123,7.3,0.38259,0.911424,,3.6987,0.135,0.2088
piecewise,C,7,SOFT_GATING,NONE,7,22.9,0.238849,0.459926,,6.0996,0.1367,0.2553
piecewise,C,7,SOFT_GATING,NONE,2026,16.7,0.329176,0.635857,,6.2755,0.4641,0.4794
piecewise,C,7,SOFT_GATING,NONE,31,39.0,0.269396,0.456223,,4.9153,0.2422,0.2923
piecewise,C,7,SOFT_GATING,K_PENALTY,42,22.3,0.345623,0.752088,,3.4673,0.0888,0.1322
piecewise,C,7,SOFT_GATING,K_PENALTY,123,5.3,0.319146,0.953645,,4.7257,0.0711,0.1545
piecewise,C,7,SOFT_GATING,K_PENALTY,7,12.2,0.23798,0.475275,,5.2062,0.2661,0.4907
piecewise,C,7,SOFT_GATING,K_PENALTY,2026,6.1,0.391787,0.792758,,5.7356,0.4113,0.422
piecewise,C,7,SOFT_GATING,K_PENALTY,31,38.3,0.285191,0.513245,,4.7523,0.2336,0.2839
piecewise,C,7,SOFT_GATING,ELBO,42,32.6,0.283142,0.499768,,3.7968,0.2664,0.4621
piecewise,C,7,SOFT_GATING,ELBO,123,43.6,0.294007,0.486348,,3.7392,0.4252,0.4817
piecewise,C,7,SOFT_GATING,ELBO,7,16.5,0.243811,0.469392,,3.8375,0.3429,0.4623
piecewise,C,7,SOFT_GATING,ELBO,2026,6.5,0.382826,1.417306,,3.8754,0.2287,0.3747
piecewise,C,7,SOFT_GATING,ELBO,31,25.7,0.297723,0.605532,,3.7971,0.3487,0.386
piecewise,C,7,GUMBEL_SOFTMAX,NONE,42,21.5,0.314994,0.7223,,4.4818,0.2869,0.4426
piecewise,C,7,GUMBEL_SOFTMAX,NONE,123,15.1,0.271265,0.521964,,6.9823,0.2102,0.322
piecewise,C,7,GUMBEL_SOFTMAX,NONE,7,17.9,0.359608,0.615969,,6.5484,0.3392,0.6058
piecewise,C,7,GUMBEL_SOFTMAX,NONE,2026,15.4,0.338949,0.532195,,6.9999,0.2788,0.4732
piecewise,C,7,GUMBEL_SOFTMAX,NONE,31,37.7,0.303786,0.572624,,5.3562,0.5284,0.8029
piecewise,C,7,GUMBEL_SOFTMAX,K_PENALTY,42,21.8,0.591393,1.039358,,2.6285,0.1048,0.1894
piecewise,C,7,GUMBEL_SOFTMAX,K_PENALTY,123,24.3,0.290015,0.463703,,6.9787,0.2391,0.3459
piecewise,C,7,GUMBEL_SOFTMAX,K_PENALTY,7,18.6,0.346355,0.600096,,6.5453,0.302,0.5758
piecewise,C,7,GUMBEL_SOFTMAX,K_PENALTY,2026,16.8,0.32571,0.486198,,5.5298,0.2038,0.384
piecewise,C,7,GUMBEL_SOFTMAX,K_PENALTY,31,38.0,0.278222,0.52008,,5.0808,0.3018,0.4565
piecewise,C,7,GUMBEL_SOFTMAX,ELBO,42,29.4,0.373503,0.761707,,2.565,0.0626,0.1117
piecewise,C,7,GUMBEL_SOFTMAX,ELBO,123,25.8,0.332796,0.726999,,2.6289,0.1509,0.2158
piecewise,C,7,GUMBEL_SOFTMAX,ELBO,7,27.0,0.334086,0.850113,,2.503,0.1887,0.3158
piecewise,C,7,GUMBEL_SOFTMAX,ELBO,2026,28.4,0.37098,0.725156,,2.7123,0.202,0.3623
piecewise,C,7,GUMBEL_SOFTMAX,ELBO,31,24.6,0.385101,0.828375,,2.5186,0.2425,0.4532
exponential,C,3,SOFT_GATING,NONE,42,12.1,0.357287,0.933759,,2.2304,0.1022,0.1022
exponential,C,3,SOFT_GATING,NONE,123,9.9,0.286924,0.798608,,2.8099,0.6612,0.6612
exponential,C,3,SOFT_GATING,NONE,7,8.6,0.302972,0.801008,,2.9986,0.6573,0.6573
exponential,C,3,SOFT_GATING,NONE,2026,7.0,0.389232,0.905603,,2.8221,0.0655,0.0655
exponential,C,3,SOFT_GATING,NONE,31,8.7,0.307912,0.845138,,2.5885,0.0961,0.0961
exponential,C,3,SOFT_GATING,K_PENALTY,42,10.2,0.509834,1.031196,,2.1866,0.1191,0.1191
exponential,C,3,SOFT_GATING,K_PENALTY,123,5.4,0.517175,0.92394,,2.5963,0.5456,0.5456
exponential,C,3,SOFT_GATING,K_PENALTY,7,11.9,0.281948,0.784187,,2.9983,0.67,0.67
exponential,C,3,SOFT_GATING,K_PENALTY,2026,8.3,0.290373,0.796186,,2.7512,0.0496,0.0496
exponential,C,3,SOFT_GATING,K_PENALTY,31,8.3,0.531993,1.055382,,2.374,0.2332,0.2332
exponential,C,3,SOFT_GATING,ELBO,42,10.2,0.461849,1.0388,,2.3152,0.0922,0.0922
exponential,C,3,SOFT_GATING,ELBO,123,13.2,0.271036,0.787246,,2.3643,0.4724,0.4724
exponential,C,3,SOFT_GATING,ELBO,7,9.0,0.260347,0.745025,,2.3072,0.194,0.194
exponential,C,3,SOFT_GATING,ELBO,2026,8.8,0.323851,0.861413,,2.378,0.1031,0.1031
exponential,C,3,SOFT_GATING,ELBO,31,4.8,0.599044,1.217648,,2.3812,0.1145,0.1145
exponential,C,3,GUMBEL_SOFTMAX,NONE,42,12.2,0.519449,1.004366,,3.0,0.1345,0.1345
exponential,C,3,GUMBEL_SOFTMAX,NONE,123,10.1,0.289589,0.814988,,2.9999,0.5633,0.5633
exponential,C,3,GUMBEL_SOFTMAX,NONE,7,11.7,0.295915,0.794554,,3.0,0.4842,0.4842
exponential,C,3,GUMBEL_SOFTMAX,NONE,2026,10.1,0.297629,0.83986,,3.0,0.1456,0.1456
exponential,C,3,GUMBEL_SOFTMAX,NONE,31,11.4,0.31742,0.84863,,2.7571,0.1143,0.1143
exponential,C,3,GUMBEL_SOFTMAX,K_PENALTY,42,12.4,0.469197,0.959637,,3.0,0.1114,0.1114
exponential,C,3,GUMBEL_SOFTMAX,K_PENALTY,123,10.2,0.290047,0.816101,,2.9999,0.5717,0.5717
exponential,C,3,GUMBEL_SOFTMAX,K_PENALTY,7,11.8,0.298524,0.797321,,3.0,0.4748,0.4748
exponential,C,3,GUMBEL_SOFTMAX,K_PENALTY,2026,10.2,0.297154,0.836963,,3.0,0.1429,0.1429
exponential,C,3,GUMBEL_SOFTMAX,K_PENALTY,31,11.6,0.312852,0.842206,,2.7295,0.0821,0.0821
exponential,C,3,GUMBEL_SOFTMAX,ELBO,42,4.6,4.616693,1.5826,,2.2526,0.1345,0.1345
exponential,C,3,GUMBEL_SOFTMAX,ELBO,123,11.1,0.368142,1.032205,,2.3753,0.249,0.249
exponential,C,3,GUMBEL_SOFTMAX,ELBO,7,11.5,3.081101,1.441897,,2.1998,0.2122,0.2122
exponential,C,3,GUMBEL_SOFTMAX,ELBO,2026,14.6,0.408377,1.034718,,2.289,0.1638,0.1638
exponential,C,3,GUMBEL_SOFTMAX,ELBO,31,13.9,0.374257,0.976159,,2.3378,0.1372,0.1372
exponential,C,5,SOFT_GATING,NONE,42,18.4,0.357546,0.932197,,4.9898,0.4118,0.4684
exponential,C,5,SOFT_GATING,NONE,123,18.2,0.295543,0.811961,,5.0,0.1781,0.2537
exponential,C,5,SOFT_GATING,NONE,7,19.3,0.268394,0.76539,,5.0,0.7217,0.8147
exponential,C,5,SOFT_GATING,NONE,2026,20.5,0.363994,0.899873,,4.9707,0.73,0.7897
exponential,C,5,SOFT_GATING,NONE,31,16.4,0.307262,0.844862,,4.9332,0.3057,0.4706
exponential,C,5,SOFT_GATING,K_PENALTY,42,18.4,0.356369,0.92944,,4.9848,0.421,0.4752
exponential,C,5,SOFT_GATING,K_PENALTY,123,18.1,0.29641,0.81102,,5.0,0.1701,0.2452
exponential,C,5,SOFT_GATING,K_PENALTY,7,12.9,0.246661,0.753436,,4.9822,0.7275,0.8211
exponential,C,5,SOFT_GATING,K_PENALTY,2026,19.8,0.333125,0.910994,,4.9575,0.8386,0.8942
exponential,C,5,SOFT_GATING,K_PENALTY,31,12.8,0.337717,0.882461,,4.8623,0.5528,0.8345
exponential,C,5,SOFT_GATING,ELBO,42,23.1,2.588321,1.108198,,3.2782,0.4758,0.5761
exponential,C,5,SOFT_GATING,ELBO,123,20.4,0.470049,0.967879,,3.0573,0.0288,0.0344
exponential,C,5,SOFT_GATING,ELBO,7,21.8,0.257145,0.751774,,3.0996,0.3651,0.3922
exponential,C,5,SOFT_GATING,ELBO,2026,19.9,0.333105,0.845637,,3.0617,0.1842,0.2069
exponential,C,5,SOFT_GATING,ELBO,31,23.2,1.188543,1.188105,,3.1459,0.5021,0.5437
exponential,C,5,GUMBEL_SOFTMAX,NONE,42,18.8,0.360474,0.932522,,4.9999,0.5545,0.7225
exponential,C,5,GUMBEL_SOFTMAX,NONE,123,18.5,0.295787,0.81347,,5.0,0.3231,0.4676
exponential,C,5,GUMBEL_SOFTMAX,NONE,7,20.0,0.335041,0.85333,,5.0,0.5202,0.6137
exponential,C,5,GUMBEL_SOFTMAX,NONE,2026,16.7,0.391063,0.89943,,4.9834,0.4828,0.5225
exponential,C,5,GUMBEL_SOFTMAX,NONE,31,19.0,0.309987,0.842142,,5.0,0.3778,0.4733
exponential,C,5,GUMBEL_SOFTMAX,K_PENALTY,42,18.9,0.360926,0.933544,,4.9999,0.4651,0.6999
exponential,C,5,GUMBEL_SOFTMAX,K_PENALTY,123,18.6,0.299245,0.81885,,5.0,0.3336,0.4769
exponential,C,5,GUMBEL_SOFTMAX,K_PENALTY,7,20.1,0.263984,0.765076,,4.9899,0.4899,0.5786
exponential,C,5,GUMBEL_SOFTMAX,K_PENALTY,2026,19.8,0.337663,0.862229,,4.9957,0.5367,0.593
exponential,C,5,GUMBEL_SOFTMAX,K_PENALTY,31,19.0,0.30534,0.835521,,5.0,0.1161,0.2047
exponential,C,5,GUMBEL_SOFTMAX,ELBO,42,15.9,6.853272,1.763739,,2.4176,0.3551,0.5719
exponential,C,5,GUMBEL_SOFTMAX,ELBO,123,17.8,8.041118,1.868389,,2.4063,0.4016,0.5701
exponential,C,5,GUMBEL_SOFTMAX,ELBO,7,20.2,1.686942,1.29995,,2.375,0.2973,0.3332
exponential,C,5,GUMBEL_SOFTMAX,ELBO,2026,8.4,2.667906,1.425205,,2.6079,0.2014,0.2715
exponential,C,5,GUMBEL_SOFTMAX,ELBO,31,19.3,9.080883,1.83227,,2.5002,0.4483,0.6101
exponential,C,7,SOFT_GATING,NONE,42,32.3,0.374672,0.949592,,5.0094,0.0237,0.0314
exponential,C,7,SOFT_GATING,NONE,123,31.0,0.320402,0.857383,,6.5247,0.3834,0.7011
exponential,C,7,SOFT_GATING,NONE,7,23.5,0.288207,0.812699,,6.655,0.1021,0.1903
exponential,C,7,SOFT_GATING,NONE,2026,30.0,0.290527,0.807053,,6.593,0.2846,0.3145
exponential,C,7,SOFT_GATING,NONE,31,28.5,0.309193,0.841913,,6.9699,0.4803,0.647
exponential,C,7,SOFT_GATING,K_PENALTY,42,12.0,0.347028,0.885148,,4.3903,0.104,0.126
exponential,C,7,SOFT_GATING,K_PENALTY,123,29.5,0.28305,0.806542,,6.3348,0.414,0.7342
exponential,C,7,SOFT_GATING,K_PENALTY,7,28.7,0.307178,0.80859,,6.5168,0.5416,0.672
exponential,C,7,SOFT_GATING,K_PENALTY,2026,29.5,0.298878,0.818324,,6.7041,0.28,0.3056
exponential,C,7,SOFT_GATING,K_PENALTY,31,28.7,0.314537,0.851314,,5.7675,0.4629,0.624
exponential,C,7,SOFT_GATING,ELBO,42,24.3,0.48248,1.017089,,3.8755,0.0421,0.0896
exponential,C,7,SOFT_GATING,ELBO,123,14.9,0.280956,0.792036,,3.9231,0.2149,0.2509
exponential,C,7,SOFT_GATING,ELBO,7,29.8,4.04497,1.318533,,3.8687,0.3501,0.3727
exponential,C,7,SOFT_GATING,ELBO,2026,36.9,0.305262,0.849336,,3.7701,0.3204,0.3727
exponential,C,7,SOFT_GATING,ELBO,31,22.9,0.367869,0.919392,,3.7457,0.1476,0.1961
exponential,C,7,GUMBEL_SOFTMAX,NONE,42,29.7,0.384004,0.931773,,6.9997,0.1245,0.1951
exponential,C,7,GUMBEL_SOFTMAX,NONE,123,29.6,0.277729,0.786995,,6.9999,0.1418,0.2569
exponential,C,7,GUMBEL_SOFTMAX,NONE,7,33.5,0.585409,0.953075,,6.931,0.6445,0.8499
exponential,C,7,GUMBEL_SOFTMAX,NONE,2026,29.1,0.300997,0.849701,,7.0,0.3182,0.3531
exponential,C,7,GUMBEL_SOFTMAX,NONE,31,28.4,0.307693,0.843707,,7.0,0.4569,0.6675
exponential,C,7,GUMBEL_SOFTMAX,K_PENALTY,42,31.5,0.386165,0.928502,,5.0601,0.2154,0.3514
exponential,C,7,GUMBEL_SOFTMAX,K_PENALTY,123,29.7,0.280839,0.791679,,6.9999,0.2769,0.3709
exponential,C,7,GUMBEL_SOFTMAX,K_PENALTY,7,33.4,1.233477,0.964556,,6.8556,0.63,0.8345
exponential,C,7,GUMBEL_SOFTMAX,K_PENALTY,2026,31.6,0.312138,0.873681,,7.0,0.362,0.3809
exponential,C,7,GUMBEL_SOFTMAX,K_PENALTY,31,19.8,0.408778,0.939183,,7.0,0.4336,0.6218
exponential,C,7,GUMBEL_SOFTMAX,ELBO,42,27.5,0.58844,1.229136,,2.9028,0.1153,0.1831
exponential,C,7,GUMBEL_SOFTMAX,ELBO,123,22.4,3.556918,1.404371,,2.7614,0.1105,0.2046
exponential,C,7,GUMBEL_SOFTMAX,ELBO,7,36.1,4.602198,1.370713,,2.8362,0.1993,0.3043
exponential,C,7,GUMBEL_SOFTMAX,ELBO,2026,22.7,3.80636,1.389082,,2.4431,0.3016,0.38
exponential,C,7,GUMBEL_SOFTMAX,ELBO,31,27.2,1.152581,1.440546,,2.866,0.0552,0.0634
