epoch,head,grad_norm,strategy
0,0,0.6346630596299109,separate_heads
0,1,0.19083448875581852,separate_heads
0,2,0.18774102749542612,separate_heads
0,3,0.31757962838511944,separate_heads
0,4,0.2872162378801454,separate_heads
1,0,0.3735154774962275,separate_heads
1,1,0.06388305810131258,separate_heads
1,2,0.18370479916170857,separate_heads
1,3,0.07549725710783775,separate_heads
1,4,0.02437387781153859,separate_heads
2,0,0.48555802144785637,separate_heads
2,1,0.17210184107793447,separate_heads
2,2,0.5407724696769736,separate_heads
2,3,0.17204796929997937,separate_heads
2,4,0.021101911042936947,separate_heads
3,0,0.16311227806201956,separate_heads
3,1,0.3160159153902592,separate_heads
3,2,0.1999484817100293,separate_heads
3,3,0.099370650811384,separate_heads
3,4,0.011800386888883293,separate_heads
4,0,0.2665953432255087,separate_heads
4,1,0.21746374088291237,separate_heads
4,2,0.05599327890261681,separate_heads
4,3,0.23442137043753392,separate_heads
4,4,0.015941451094864008,separate_heads
5,0,0.18960142053216442,separate_heads
5,1,1.192127718521244,separate_heads
5,2,0.06026803996458385,separate_heads
5,3,0.25300993482685613,separate_heads
5,4,0.020032251197478996,separate_heads
6,0,0.09749873009442012,separate_heads
6,1,0.9291259727038098,separate_heads
6,2,0.1255506911771997,separate_heads
6,3,0.1964866101499793,separate_heads
6,4,0.025436195708764146,separate_heads
7,0,0.05737930066294959,separate_heads
7,1,0.44234368655307055,separate_heads
7,2,0.1474627909963263,separate_heads
7,3,0.1538453971467489,separate_heads
7,4,0.030971888449769572,separate_heads
8,0,0.037413316390134586,separate_heads
8,1,0.5101066926538729,separate_heads
8,2,0.10831041844977898,separate_heads
8,3,0.2434867065228923,separate_heads
8,4,0.0369320385374492,separate_heads
9,0,0.027252536015935133,separate_heads
9,1,0.4375653320914938,separate_heads
9,2,0.09199213529578606,separate_heads
9,3,0.24616865088918238,separate_heads
9,4,0.03374842677567672,separate_heads
10,0,0.014010731268374271,separate_heads
10,1,0.5692227674075394,separate_heads
10,2,0.12055693976566019,separate_heads
10,3,0.27656832175166013,separate_heads
10,4,0.06040646131521264,separate_heads
11,0,0.010903966463525138,separate_heads
11,1,0.833095468586527,separate_heads
11,2,0.07465262751090188,separate_heads
11,3,0.22290663929359317,separate_heads
11,4,0.05600977610308322,separate_heads
12,0,0.010724352546792246,separate_heads
12,1,0.5777352926033357,separate_heads
12,2,0.09643046362293367,separate_heads
12,3,0.2742187605617852,separate_heads
12,4,0.07762302722632597,separate_heads
13,0,0.009026201659288094,separate_heads
13,1,1.551727449177279,separate_heads
13,2,0.0643383436107321,separate_heads
13,3,0.25305270461254953,separate_heads
13,4,0.11675425409346663,separate_heads
14,0,0.005209255173906081,separate_heads
14,1,0.8376088941424457,separate_heads
14,2,0.04323624636677291,separate_heads
14,3,0.18315033057514932,separate_heads
14,4,0.13767956784894866,separate_heads
15,0,0.007689448384504074,separate_heads
15,1,0.5733557948833736,separate_heads
15,2,0.10196264058686538,separate_heads
15,3,0.1999550007648443,separate_heads
15,4,0.2982777322582917,separate_heads
16,0,0.007386061103557108,separate_heads
16,1,0.6960903739032368,separate_heads
16,2,0.08240153101278999,separate_heads
16,3,0.27189001760555487,separate_heads
16,4,0.22318600845578923,separate_heads
17,0,0.0064348973931245435,separate_heads
17,1,0.3266083255120903,separate_heads
17,2,0.12687361709470904,separate_heads
17,3,0.20957271420759183,separate_heads
17,4,0.09511189863380427,separate_heads
18,0,0.005972158542055755,separate_heads
18,1,0.518254077405198,separate_heads
18,2,0.06210337387960832,separate_heads
18,3,0.27013795323616296,separate_heads
18,4,0.12681895814328903,separate_heads
19,0,0.005718663058067855,separate_heads
19,1,0.785572037349129,separate_heads
19,2,0.05824480333574667,separate_heads
19,3,0.2628024868242304,separate_heads
19,4,0.1726042702150069,separate_heads
20,0,0.005271394754178941,separate_heads
20,1,0.6524258250797805,separate_heads
20,2,0.11097983404037688,separate_heads
20,3,0.18375818413781342,separate_heads
20,4,0.1434650974580188,separate_heads
21,0,0.00451711050212305,separate_heads
21,1,0.9222497367345857,separate_heads
21,2,0.027829178862828437,separate_heads
21,3,0.161010845527026,separate_heads
21,4,0.15179739410076137,separate_heads
22,0,0.003935418752410599,separate_heads
22,1,0.26340226768062636,separate_heads
22,2,0.08190551981329287,separate_heads
22,3,0.19310215071009146,separate_heads
22,4,0.23353821269076785,separate_heads
23,0,0.004744204569797734,separate_heads
23,1,0.5410210514105792,separate_heads
23,2,0.05415763828009524,separate_heads
23,3,0.11168987345066281,separate_heads
23,4,0.19470866429694203,separate_heads
24,0,0.004738996697674297,separate_heads
24,1,0.8651350178126688,separate_heads
24,2,0.08815392566769845,separate_heads
24,3,0.10401342583541293,separate_heads
24,4,0.1604923193785804,separate_heads
25,0,0.004835060693664258,separate_heads
25,1,0.6095451599999586,separate_heads
25,2,0.08672243941884157,separate_heads
25,3,0.33355607762484557,separate_heads
25,4,0.27499358251232464,separate_heads
26,0,0.005310605955169914,separate_heads
26,1,0.6534858345417598,separate_heads
26,2,0.1263152642411376,separate_heads
26,3,0.2955543623537043,separate_heads
26,4,0.20490820728245587,separate_heads
27,0,0.005143385697193021,separate_heads
27,1,0.5644138330598701,separate_heads
27,2,0.10977283904286925,separate_heads
27,3,0.12918507153377712,separate_heads
27,4,0.0965488022664531,separate_heads
28,0,0.004997995023862547,separate_heads
28,1,0.590538622950337,separate_heads
28,2,0.1259842399022938,separate_heads
28,3,0.21640204966680754,separate_heads
28,4,0.2108111058224748,separate_heads
29,0,0.0050893053909102145,separate_heads
29,1,1.0589300350131057,separate_heads
29,2,0.0910236162890207,separate_heads
29,3,0.32549283557769737,separate_heads
29,4,0.35337430242273254,separate_heads
30,0,0.005227979262186653,separate_heads
30,1,0.5906132218320722,separate_heads
30,2,0.05715496478965203,separate_heads
30,3,0.30935090725029923,separate_heads
30,4,0.40740198962800966,separate_heads
31,0,0.004559242514785746,separate_heads
31,1,0.7627562832710061,separate_heads
31,2,0.09856699883873818,separate_heads
31,3,0.11640158825723404,separate_heads
31,4,0.24330361480486642,separate_heads
32,0,0.0038499240912113386,separate_heads
32,1,1.1287671427925294,separate_heads
32,2,0.10634680382188909,separate_heads
32,3,0.2817456861777446,separate_heads
32,4,0.39771010004765983,separate_heads
33,0,0.004271915249839723,separate_heads
33,1,0.6894292443763037,separate_heads
33,2,0.06771148822087791,separate_heads
33,3,0.18694013813678514,separate_heads
33,4,0.22568746460842387,separate_heads
34,0,0.004058662083943402,separate_heads
34,1,0.8268479988450818,separate_heads
34,2,0.09868734647622526,separate_heads
34,3,0.42301019062751566,separate_heads
34,4,0.48742706397635327,separate_heads
35,0,0.004574903130253876,separate_heads
35,1,0.9834160628078887,separate_heads
35,2,0.09730991261013772,separate_heads
35,3,0.250522834331257,separate_heads
35,4,0.2873053486502432,separate_heads
36,0,0.004304720105166958,separate_heads
36,1,0.3955153497867004,separate_heads
36,2,0.06500456544439,separate_heads
36,3,0.2811171992438689,separate_heads
36,4,0.3374611002237386,separate_heads
37,0,0.005517652574331172,separate_heads
37,1,0.9787743274190941,separate_heads
37,2,0.10891719140709628,separate_heads
37,3,0.31124374431893037,separate_heads
37,4,0.40343117816377894,separate_heads
38,0,0.004331929456015486,separate_heads
38,1,1.0569809006066164,separate_heads
38,2,0.10469258882641141,separate_heads
38,3,0.2152081511486833,separate_heads
38,4,0.37379829810062076,separate_heads
39,0,0.004742817852488334,separate_heads
39,1,0.6607093585604313,separate_heads
39,2,0.1939521274162104,separate_heads
39,3,0.40424290531316737,separate_heads
39,4,0.5351727288190775,separate_heads
